Words,Tags,SentenceID
.,O,638
feb,O,639
2011,O,639
to,O,639
apr,O,639
2015,O,639
.,O,639
location,O,640
.,O,640
london,O,641
.,O,641
role,O,642
.,O,642
team,O,643
member,O,643
:,O,643
developer,S-ROLE,643
/,O,643
production,B-ROLE,643
support,I-ROLE,643
.,O,643
description,O,644
.,O,644
the,O,645
application,O,645
was,O,645
created,O,645
as,O,645
a,O,645
repository,O,645
and,O,645
entitlement,O,645
calculation,O,645
engine,O,645
for,O,645
client,O,645
money,O,645
workstream,O,645
it,O,645
calculates,O,645
the,O,645
entitlements,O,645
of,O,645
the,O,645
creditors,O,645
of,O,645
lehman,O,645
brothers,O,645
at,O,645
the,O,645
time,O,645
it,O,645
went,O,645
into,O,645
administration,O,645
the,O,645
various,O,645
components,O,645
like,O,645
depot,O,645
breaks,O,645
etd,O,645
pb,O,645
otc,O,645
financing,O,645
etc,O,645
are,O,645
used,O,645
to,O,645
calculate,O,645
the,O,645
entitlement,O,645
of,O,645
the,O,645
various,O,645
counterparties,O,645
the,O,645
application,O,645
has,O,645
a,O,645
mechanism,O,645
to,O,645
manage,O,645
the,O,645
various,O,645
distributions,O,645
that,O,645
lehman,O,645
brothers,O,645
will,O,645
be,O,645
making,O,645
to,O,645
its,O,645
creditors,O,645
the,O,645
application,O,645
receives,O,645
data,O,645
from,O,645
a,O,645
number,O,645
of,O,645
systems,O,645
internal,O,645
to,O,645
lbia,O,645
.,O,645
skills,O,646
.,O,646
.,O,647
ilp,O,648
–,O,648
faculty,O,648
.,O,648
customer,O,649
.,O,649
tcs,S-ORG,650
-,O,650
internal,O,650
.,O,650
period,O,651
.,O,651
04,O,652
oct,O,652
10,O,652
to,O,652
05,O,652
nov,O,652
10,O,652
.,O,652
location,O,653
.,O,653
ahmedabad,O,654
.,O,654
role,O,655
.,O,655
team,O,656
member,O,656
:,O,656
facilitator,O,656
to,O,656
a,O,656
batch,O,656
of,O,656
38,O,656
participants,O,656
.,O,656
description,O,657
.,O,657
i,O,658
was,O,658
conducting,O,658
training,O,658
sessions,O,658
for,O,658
the,O,658
newly,O,658
recruited,O,658
freshers,O,658
in,O,658
tcs,S-ORG,658
at,O,658
ahmedabad,O,658
.,O,658
my,O,659
tasks,O,659
included,O,659
:,O,659
.,O,659
1,O,660
),O,660
conducting,O,660
teaching,O,660
sessions,O,660
for,O,660
the,O,660
freshers,O,660
about,O,660
various,O,660
topics,O,660
.,O,660
like,O,661
oops,O,661
oom,O,661
web,O,661
technology,O,661
.,O,661
2,O,662
),O,662
helping,O,662
the,O,662
students,O,662
during,O,662
the,O,662
lab,O,662
sessions,O,662
to,O,662
understand,O,662
and,O,662
.,O,662
complete,O,663
the,O,663
exercises,O,663
.,O,663
3,O,664
),O,664
evaluating,O,664
the,O,664
exercises,O,664
and,O,664
grading,O,664
the,O,664
performance,O,664
of,O,664
the,O,664
.,O,664
freshers,O,665
.,O,665
4,O,666
),O,666
helping,O,666
the,O,666
students,O,666
to,O,666
complete,O,666
the,O,666
implementation,O,666
of,O,666
case,O,666
study,O,666
.,O,666
skills,O,667
.,O,667
html,S-TECH,668
css,S-TECH,668
javascript,S-TECH,668
.,O,668
php,S-TECH,669
and,O,669
mysql,S-TECH,669
.,O,669
achievements,O,670
.,O,670
received,O,671
good,O,671
feedback,O,671
from,O,671
the,O,671
participants,O,671
of,O,671
the,O,671
session,O,671
.,O,671
learnt,O,672
basic,O,672
php,S-TECH,672
and,O,672
mysql,S-TECH,672
in,O,672
a,O,672
very,O,672
short,O,672
span,O,672
of,O,672
time,O,672
.,O,672
project,O,673
.,O,673
vfs,O,674
global,O,674
services,O,674
–,O,674
fp,O,674
.,O,674
customer,O,675
.,O,675
vfs,O,676
global,O,676
services,O,676
private,O,676
limited,O,676
.,O,676
period,O,677
.,O,677
19,O,678
jan,O,678
09,O,678
to,O,678
30,O,678
sep,O,678
10,O,678
.,O,678
location,O,679
.,O,679
mumbai,O,680
.,O,680
role,O,681
.,O,681
tech,B-ROLE,682
lead,I-ROLE,682
and,O,682
project,B-ROLE,682
leader,I-ROLE,682
.,O,682
description,O,683
.,O,683
vfs,O,684
is,O,684
a,O,684
specialist,O,684
partner,O,684
to,O,684
embassies,O,684
and,O,684
consulates,O,684
worldwide,O,684
vfs,O,684
global,O,684
serves,O,684
diplomatic,O,684
missions,O,684
by,O,684
managing,O,684
all,O,684
the,O,684
administrative,O,684
and,O,684
non,O,684
-,O,684
judgmental,O,684
tasks,O,684
related,O,684
to,O,684
the,O,684
entire,O,684
lifecycle,O,684
of,O,684
a,O,684
visa,O,684
application,O,684
process,O,684
enabling,O,684
diplomatic,O,684
missions,O,684
to,O,684
focus,O,684
entirely,O,684
on,O,684
the,O,684
key,O,684
tasks,O,684
of,O,684
assessment,O,684
and,O,684
interview,O,684
.,O,684
from,O,685
the,O,685
it,O,685
perspective,O,685
vfs,O,685
has,O,685
over,O,685
200,O,685
customised,O,685
web,O,685
applications,O,685
catering,O,685
to,O,685
the,O,685
requirements,O,685
of,O,685
embassies,O,685
of,O,685
different,O,685
countries,O,685
also,O,685
web,O,685
services,O,685
windows,O,685
services,O,685
were,O,685
used,O,685
to,O,685
provide,O,685
additional,O,685
services,O,685
this,O,685
project,O,685
was,O,685
related,O,685
to,O,685
enhancements,O,685
in,O,685
the,O,685
existing,O,685
applications,O,685
as,O,685
well,O,685
as,O,685
developing,O,685
new,O,685
applications,O,685
.,O,685
skills,O,686
.,O,686
microsoft,O,687
technologies,O,687
:,O,687
asp,B-TECH,687
net,I-TECH,687
1,O,687
.,O,687
0,O,688
1,O,688
1,O,688
2,O,688
microsoft,O,688
technologies,O,688
:,O,688
asp,B-TECH,688
net,I-TECH,688
1,O,688
0,O,688
1,O,688
.,O,688
databases,O,689
:,O,689
ms,B-TECH,689
sql,I-TECH,689
server,I-TECH,689
2005,I-TECH,689
ssrs,O,689
.,O,689
achievements,O,690
.,O,690
i,O,691
worked,O,691
as,O,691
a,O,691
project,B-ROLE,691
leader,I-ROLE,691
for,O,691
a,O,691
development,O,691
/,O,691
enhancement,O,691
project,O,691
for,O,691
a,O,691
domestic,O,691
project,O,691
for,O,691
2,B-EXP,691
months,I-EXP,691
the,O,691
team,O,691
size,O,691
was,O,691
15,O,691
before,O,691
this,O,691
role,O,691
i,O,691
was,O,691
a,O,691
module,O,691
leader,O,691
in,O,691
the,O,691
same,O,691
project,O,691
for,O,691
about,O,691
1,O,691
.,O,691
5,O,692
years,O,692
i,O,692
worked,O,692
as,O,692
a,O,692
project,B-ROLE,692
leader,I-ROLE,692
for,O,692
a,O,692
development,O,692
/,O,692
enhancement,O,692
project,O,692
for,O,692
a,O,692
domestic,O,692
project,O,692
for,O,692
2,B-EXP,692
months,I-EXP,692
the,O,692
team,O,692
size,O,692
was,O,692
15,O,692
.,O,692
before,O,693
this,O,693
role,O,693
i,O,693
was,O,693
a,O,693
module,O,693
leader,O,693
in,O,693
the,O,693
same,O,693
project,O,693
for,O,693
about,O,693
1,O,693
5,O,693
years,O,693
.,O,693
2,O,694
),O,694
interacting,O,694
with,O,694
client,O,694
for,O,694
requirement,O,694
gathering,O,694
system,O,694
study,O,694
&,O,694
analysis,O,694
for,O,694
the,O,694
enhancement,O,694
change,O,694
requests,O,694
.,O,694
3,O,695
),O,695
design,O,695
the,O,695
architecture,O,695
of,O,695
the,O,695
application,O,695
and,O,695
analysing,O,695
the,O,695
change,O,695
impact,O,695
.,O,695
4,O,696
),O,696
providing,O,696
the,O,696
estimates,O,696
scheduling,O,696
the,O,696
change,O,696
and,O,696
resource,O,696
allocation,O,696
.,O,696
5,O,697
),O,697
explaining,O,697
the,O,697
change,O,697
request,O,697
to,O,697
developer,S-ROLE,697
and,O,697
reviewer,O,697
.,O,697
6,O,698
),O,698
writing,O,698
code,O,698
and,O,698
stored,O,698
procedures,O,698
for,O,698
some,O,698
modules,O,698
.,O,698
7,O,699
),O,699
follow,O,699
-,O,699
up,O,699
with,O,699
the,O,699
customer,O,699
during,O,699
uat,O,699
and,O,699
prior,O,699
to,O,699
implementation,O,699
.,O,699
project,O,700
.,O,700
vfs,O,701
-,O,701
small,O,701
dev,O,701
-,O,701
t,O,701
&,O,701
m,O,701
.,O,701
customer,O,702
.,O,702
vfs,O,703
global,O,703
services,O,703
private,O,703
limited,O,703
.,O,703
period,O,704
.,O,704
27,O,705
oct,O,705
08,O,705
to,O,705
24,O,705
nov,O,705
08,O,705
.,O,705
location,O,706
.,O,706
mumbai,O,707
.,O,707
role,O,708
.,O,708
team,O,709
member,O,709
.,O,709
description,O,710
.,O,710
i,O,711
developed,O,711
the,O,711
italy,O,711
-,O,711
nigeria,O,711
online,O,711
appointment,O,711
system,O,711
.,O,711
the,O,712
system,O,712
is,O,712
being,O,712
used,O,712
by,O,712
visa,O,712
applicants,O,712
for,O,712
booking,O,712
appointments,O,712
to,O,712
visit,O,712
the,O,712
italy,O,712
visa,O,712
application,O,712
centres,O,712
in,O,712
nigeria,O,712
.,O,712
skills,O,713
.,O,713
asp,O,714
.,O,714
1,O,715
),O,715
designing,O,715
and,O,715
coding,O,715
web,O,715
forms,O,715
using,O,715
c#,S-TECH,715
net,O,715
.,O,715
2,O,716
),O,716
writing,O,716
procedures,O,716
functions,O,716
and,O,716
triggers,O,716
.,O,716
3,O,717
),O,717
using,O,717
ssrs,O,717
to,O,717
develop,O,717
reports,O,717
.,O,717
4,O,718
),O,718
providing,O,718
uat,O,718
and,O,718
go,O,718
-,O,718
live,O,718
support,O,718
.,O,718
project,O,719
.,O,719
vfs,O,720
maintenance,O,720
and,O,720
support,O,720
.,O,720
customer,O,721
.,O,721
vfs,O,722
global,O,722
services,O,722
private,O,722
limited,O,722
.,O,722
period,O,723
.,O,723
26,O,724
dec,O,724
06,O,724
to,O,724
16,O,724
jan,O,724
09,O,724
.,O,724
location,O,725
.,O,725
mumbai,O,726
.,O,726
role,O,727
.,O,727
team,O,728
member,O,728
.,O,728
description,O,729
.,O,729
it,O,730
is,O,730
247,O,730
application,O,730
support,O,730
project,O,730
for,O,730
the,O,730
business,O,730
users,O,730
of,O,730
vfs,O,730
applications,O,730
all,O,730
over,O,730
the,O,730
world,O,730
.,O,730
skills,O,731
.,O,731
microsoft,O,732
technologies,O,732
:,O,732
asp,B-TECH,732
net,I-TECH,732
1,O,732
.,O,732
0,O,733
1,O,733
1,O,733
vb,B-TECH,733
net,I-TECH,733
ado,O,733
.,O,733
achievements,O,734
.,O,734
1,O,735
),O,735
worked,O,735
as,O,735
team,O,735
member,O,735
for,O,735
1,O,735
.,O,735
4,O,736
years,O,736
and,O,736
module,O,736
leader,O,736
for,O,736
8,O,736
months,O,736
.,O,736
3,O,737
),O,737
performed,O,737
content,O,737
management,O,737
for,O,737
the,O,737
customers,O,737
websites,O,737
.,O,737
4,O,738
),O,738
debugging,O,738
and,O,738
resolving,O,738
code,O,738
stored,O,738
procedure,O,738
errors,O,738
.,O,738
5,O,739
),O,739
developed,O,739
windows,O,739
services,O,739
online,O,739
passport,O,739
tracking,O,739
modules,O,739
as,O,739
part,O,739
of,O,739
enhancements,O,739
.,O,739
6,O,740
),O,740
coding,O,740
enhancements,O,740
and,O,740
deploying,O,740
the,O,740
changes,O,740
onto,O,740
production,O,740
servers,O,740
.,O,740
7,O,741
),O,741
as,O,741
module,O,741
leader,O,741
mentored,O,741
the,O,741
team,O,741
to,O,741
resolve,O,741
the,O,741
issues,O,741
within,O,741
the,O,741
sla,O,741
period,O,741
.,O,741
8,O,742
),O,742
first,O,742
level,O,742
of,O,742
escalation,O,742
for,O,742
any,O,742
production,O,742
issues,O,742
and,O,742
point,O,742
of,O,742
contact,O,742
for,O,742
customer,O,742
it,O,742
managers,O,742
.,O,742
project,O,743
.,O,743
ilp,O,744
.,O,744
customer,O,745
.,O,745
tcs,S-ORG,746
-,O,746
internal,O,746
.,O,746
period,O,747
.,O,747
12,O,748
oct,O,748
06,O,748
to,O,748
15,O,748
dec,O,748
06,O,748
.,O,748
location,O,749
.,O,749
thiruvananthapuram,O,750
.,O,750
role,O,751
.,O,751
team,O,752
member,O,752
.,O,752
description,O,753
.,O,753
training,O,754
period,O,754
in,O,754
tcs,S-ORG,754
for,O,754
new,O,754
joinees,O,754
.,O,754
skills,O,755
.,O,755
achievements,O,756
.,O,756
education,O,757
summary,O,757
.,O,757
qualification,O,758
category,O,758
.,O,758
qualification,O,759
.,O,759
subject,O,760
.,O,760
bachelor,O,761
of,O,761
engineering,O,761
.,O,761
be,O,762
.,O,762
information,O,763
technology,O,763
.,O,763
passport,O,764
details,O,764
.,O,764
passport,O,765
number,O,765
.,O,765
date,O,766
of,O,766
issue,O,766
.,O,766
expiry,O,767
date,O,767
.,O,767
place,O,768
of,O,768
issue,O,768
.,O,768
z3738560,O,769
.,O,769
23-feb-2016,O,770
.,O,770
22-feb-2026,O,771
.,O,771
mumbai,O,772
.,O,772
awards,O,773
.,O,773
award,O,774
name,O,774
.,O,774
award,O,775
date,O,775
.,O,775
award,O,776
category,O,776
.,O,776
award,O,777
subcategory,O,777
.,O,777
on,O,778
the,O,778
spot,O,778
(,O,778
team,O,778
),O,778
award,O,778
.,O,778
21-aug-2018,O,779
.,O,779
awards,O,780
for,O,780
excellence,O,780
.,O,780
on,O,781
the,O,781
spot,O,781
awards,O,781
.,O,781
csr,O,782
-,O,782
best,O,782
initiative,O,782
award,O,782
.,O,782
08-sep-2016,O,783
.,O,783
beyond,O,784
performance,O,784
awards,O,784
.,O,784
csr,O,785
awards,O,785
.,O,785
special,O,786
initiative,O,786
.,O,786
06-sep-2016,O,787
.,O,787
beyond,O,788
performance,O,788
awards,O,788
.,O,788
initiatives,O,789
.,O,789
on,O,790
the,O,790
spot,O,790
award,O,790
.,O,790
04-jul-2016,O,791
.,O,791
awards,O,792
for,O,792
excellence,O,792
.,O,792
on,O,793
the,O,793
spot,O,793
awards,O,793
.,O,793
special,O,794
initiative,O,794
.,O,794
06-jan-2016,O,795
.,O,795
beyond,O,796
performance,O,796
awards,O,796
.,O,796
initiatives,O,797
.,O,797
on,O,798
the,O,798
spot,O,798
award,O,798
.,O,798
22-dec-2014,O,799
.,O,799
awards,O,800
for,O,800
excellence,O,800
.,O,800
on,O,801
the,O,801
spot,O,801
awards,O,801
.,O,801
special,O,802
initiative,O,802
.,O,802
17-oct-2014,O,803
.,O,803
beyond,O,804
performance,O,804
awards,O,804
.,O,804
initiatives,O,805
.,O,805
on,O,806
the,O,806
spot,O,806
award,O,806
.,O,806
06-sep-2011,O,807
.,O,807
awards,O,808
for,O,808
excellence,O,808
.,O,808
on,O,809
the,O,809
spot,O,809
awards,O,809
.,O,809
champions,O,810
of,O,810
ilp,O,810
.,O,810
18-nov-2010,O,811
.,O,811
learning,O,812
awards,O,812
.,O,812
champions,O,813
of,O,813
ilp,O,813
.,O,813
on,O,814
the,O,814
spot,O,814
award,O,814
.,O,814
19-jul-2010,O,815
.,O,815
awards,O,816
for,O,816
excellence,O,816
.,O,816
on,O,817
the,O,817
spot,O,817
awards,O,817
.,O,817
on,O,818
the,O,818
spot,O,818
award,O,818
.,O,818
17-dec-2009,O,819
.,O,819
awards,O,820
for,O,820
excellence,O,820
.,O,820
on,O,821
the,O,821
spot,O,821
awards,O,821
.,O,821
competency,O,822
.,O,822
competency,O,823
.,O,823
proficiency,O,824
.,O,824
category,O,825
.,O,825
subcategory,O,826
.,O,826
digital,O,827
:,O,827
bigdata,O,827
and,O,827
hadoop,O,827
ecosystems,O,827
.,O,827
e0,O,828
.,O,828
digital,O,829
.,O,829
modern,O,830
data,O,830
platforms,O,830
.,O,830
digital,O,831
:,O,831
bfs,O,831
-,O,831
digital,O,831
banking,O,831
.,O,831
e0,O,832
.,O,832
digital,O,833
.,O,833
digital,O,834
foundation,O,834
.,O,834
digital,O,835
:,O,835
hybrid,O,835
app,O,835
development,O,835
-,O,835
bfs,O,835
web,O,835
modernization,O,835
.,O,835
e0,O,836
.,O,836
digital,O,837
.,O,837
modern,O,838
web,O,838
development,O,838
.,O,838
digital,O,839
:,O,839
bi,O,839
data,O,839
visualization,O,839
-,O,839
qlikview,S-TECH,839
.,O,839
e0,O,840
.,O,840
digital,O,841
.,O,841
data,B-TECH,842
science,I-TECH,842
.,O,842
process,O,843
:,O,843
agile,S-TECH,843
delivery,O,843
.,O,843
e0,O,844
.,O,844
agile,S-TECH,845
.,O,845
agile,S-TECH,846
delivery,O,846
.,O,846
digital,O,847
:,O,847
python,S-TECH,847
.,O,847
e0,O,848
.,O,848
digital,O,849
.,O,849
data,B-TECH,850
science,I-TECH,850
.,O,850
digital,O,851
:,O,851
node,B-TECH,851
js,I-TECH,851
.,O,851
e0,O,852
.,O,852
digital,O,853
.,O,853
modern,O,854
web,O,854
development,O,854
.,O,854
process,O,855
:,O,855
lean,O,855
.,O,855
e0,O,856
.,O,856
performance,O,857
improvement,O,857
.,O,857
lean,O,858
.,O,858
process,O,859
:,O,859
business,O,859
continuity,O,859
management,O,859
.,O,859
e0,O,860
.,O,860
security,O,861
and,O,861
orm,O,861
.,O,861
business,O,862
continuity,O,862
management,O,862
.,O,862
digital,O,863
:,O,863
devops,O,863
.,O,863
e0,O,864
.,O,864
digital,O,865
.,O,865
devops,O,866
.,O,866
digital,O,867
:,O,867
html5,S-TECH,867
css,S-TECH,867
.,O,867
e0,O,868
.,O,868
digital,O,869
.,O,869
modern,O,870
web,O,870
development,O,870
.,O,870
digital,O,871
:,O,871
cloud,O,871
foundry,O,871
.,O,871
e0,O,872
.,O,872
digital,O,873
.,O,873
cloud,O,874
computing,O,874
.,O,874
enterprise,O,875
platform,O,875
&,O,875
solutions,O,875
:,O,875
salesforce,O,875
technical,O,875
-,O,875
declarative,O,875
development,O,875
.,O,875
e0,O,876
.,O,876
enterprise,O,877
platform,O,877
&,O,877
solutions,O,877
.,O,877
salesforce,O,878
.,O,878
digital,O,879
:,O,879
concepts,O,879
of,O,879
continuous,O,879
integration,O,879
and,O,879
continuous,O,879
delivery,O,879
.,O,879
e0,O,880
.,O,880
digital,O,881
.,O,881
devops,O,882
.,O,882
compliance,O,883
:,O,883
data,O,883
privacy,O,883
.,O,883
e0,O,884
.,O,884
audit,O,885
and,O,885
compliance,O,885
.,O,885
compliance,O,886
.,O,886
process,O,887
:,O,887
intellectual,O,887
property,O,887
rights,O,887
.,O,887
e0,O,888
.,O,888
business,O,889
strategy,O,889
and,O,889
operations,O,889
.,O,889
business,O,890
strategy,O,890
and,O,890
operations,O,890
.,O,890
compliance,O,891
:,O,891
gdpr,O,891
.,O,891
e1,O,892
.,O,892
audit,O,893
and,O,893
compliance,O,893
.,O,893
compliance,O,894
.,O,894
digital,O,895
:,O,895
blockchain,O,895
.,O,895
e0,O,896
.,O,896
digital,O,897
.,O,897
blockchain,O,898
.,O,898
communication,O,899
.,O,899
l2,O,900
.,O,900
communication,O,901
.,O,901
communication,O,902
.,O,902
analytical,O,903
ability,O,903
.,O,903
l2,O,904
.,O,904
softskill,O,905
.,O,905
softskill,O,906
.,O,906
team,O,907
skill,O,907
.,O,907
l2,O,908
.,O,908
leadership,O,909
.,O,909
leadership,O,910
.,O,910
continual,O,911
learning,O,911
.,O,911
l2,O,912
.,O,912
softskill,O,913
.,O,913
softskill,O,914
.,O,914
coaching,O,915
.,O,915
l1,O,916
.,O,916
leadership,O,917
.,O,917
leadership,O,918
.,O,918
organizing,O,919
&,O,919
planning,O,919
.,O,919
l2,O,920
.,O,920
softskill,O,921
.,O,921
softskill,O,922
.,O,922
leadership,O,923
.,O,923
l1,O,924
.,O,924
leadership,O,925
.,O,925
leadership,O,926
.,O,926
microsoft,O,927
iis,O,927
server,O,927
.,O,927
e0,O,928
.,O,928
infra,O,929
&,O,929
data,O,929
security,O,929
.,O,929
microsoft,O,930
iis,O,930
server,O,930
.,O,930
apache,O,931
web,O,931
server,O,931
.,O,931
e0,O,932
.,O,932
web,O,933
technologies,O,933
.,O,933
apache,O,934
web,O,934
server,O,934
.,O,934
html,S-TECH,935
/,O,935
xhtml,S-TECH,935
/,O,935
dhtml,S-TECH,935
/,O,935
css,S-TECH,935
.,O,935
e0,O,936
.,O,936
web,O,937
technologies,O,937
.,O,937
web,O,938
technologies,O,938
.,O,938
bfs,O,939
-,O,939
general,O,939
banking,O,939
.,O,939
e1,O,940
.,O,940
banking,O,941
&,O,941
financial,O,941
services,O,941
.,O,941
banking,O,942
.,O,942
presentation,O,943
skill,O,943
.,O,943
l1,O,944
.,O,944
communication,O,945
.,O,945
communication,O,946
.,O,946
result,O,947
-,O,947
orientation,O,947
.,O,947
l1,O,948
.,O,948
leadership,O,949
.,O,949
leadership,O,950
.,O,950
customer,O,951
orientation,O,951
.,O,951
l2,O,952
.,O,952
leadership,O,953
.,O,953
leadership,O,954
.,O,954
diversity,O,955
management,O,955
.,O,955
l1,O,956
.,O,956
leadership,O,957
.,O,957
leadership,O,958
.,O,958
impact,O,959
&,O,959
influence,O,959
.,O,959
l1,O,960
.,O,960
softskill,O,961
.,O,961
softskill,O,962
.,O,962
negotiation,O,963
skill,O,963
.,O,963
l1,O,964
.,O,964
leadership,O,965
.,O,965
leadership,O,966
.,O,966
problem,O,967
solving,O,967
.,O,967
l1,O,968
.,O,968
softskill,O,969
.,O,969
softskill,O,970
.,O,970
strategic,O,971
thinking,O,971
.,O,971
l1,O,972
.,O,972
leadership,O,973
.,O,973
leadership,O,974
.,O,974
asp,O,975
.,O,975
foundation,O,976
.,O,976
asp,B-TECH,977
net,I-TECH,977
.,O,977
moss,O,978
2007,O,978
.,O,978
e0,O,979
.,O,979
foundation,O,980
.,O,980
sharepoint,O,981
.,O,981
.,O,982
foundation,O,983
.,O,983
core,O,984
platform,O,984
.,O,984
vb,O,985
.,O,985
foundation,O,986
.,O,986
microsoft,O,987
.,O,987
sql,S-TECH,988
server,O,988
2005,O,988
.,O,988
e1,O,989
.,O,989
enterprise,O,990
platform,O,990
&,O,990
solutions,O,990
.,O,990
microsoft,O,991
.,O,991
windows,O,992
presentation,O,992
foundation,O,992
(,O,992
for,O,992
net,O,992
3,O,992
.,O,992
0,O,993
/,O,993
3,O,993
.,O,993
foundation,O,994
.,O,994
core,O,995
technologies,O,995
.,O,995
business,O,996
intelligence,O,996
(,O,996
bi,O,996
),O,996
.,O,996
e0,O,997
.,O,997
bipm,O,998
.,O,998
bi,O,999
.,O,999
microsoft,O,1000
architecture,O,1000
.,O,1000
e2,O,1001
.,O,1001
architecture,O,1002
&,O,1002
tools,O,1002
.,O,1002
microsoft,O,1003
platform,O,1003
architecture,O,1003
.,O,1003
object,O,1004
oriented,O,1004
programming,O,1004
.,O,1004
e1,O,1005
.,O,1005
foundation,O,1006
.,O,1006
foundation,O,1007
-,O,1007
traditional,O,1007
programming,O,1007
languages,O,1007
.,O,1007
object,O,1008
oriented,O,1008
analysis,O,1008
and,O,1008
design,O,1008
.,O,1008
e1,O,1009
.,O,1009
foundation,O,1010
.,O,1010
design,O,1011
.,O,1011
project,O,1012
management,O,1012
.,O,1012
e0,O,1013
.,O,1013
delivery,O,1014
.,O,1014
project,O,1015
management,O,1015
.,O,1015
internal,O,1016
auditing,O,1016
.,O,1016
e0,O,1017
.,O,1017
audit,O,1018
and,O,1018
compliance,O,1018
.,O,1018
internal,O,1019
auditing,O,1019
.,O,1019
software,O,1020
estimation,O,1020
.,O,1020
e1,O,1021
.,O,1021
delivery,O,1022
.,O,1022
software,O,1023
estimation,O,1023
.,O,1023
quality,O,1024
management,O,1024
for,O,1024
delivery,O,1024
.,O,1024
e0,O,1025
.,O,1025
delivery,O,1026
.,O,1026
quality,O,1027
management,O,1027
for,O,1027
delivery,O,1027
.,O,1027
software,O,1028
security,O,1028
.,O,1028
e0,O,1029
.,O,1029
security,O,1030
and,O,1030
orm,O,1030
.,O,1030
software,O,1031
security,O,1031
.,O,1031
bancs,O,1032
securities,O,1032
processing,O,1032
.,O,1032
e1,O,1033
.,O,1033
financial,O,1034
solutions,O,1034
.,O,1034
bancs,O,1035
securities,O,1035
processing,O,1035
.,O,1035
bfs,O,1036
-,O,1036
capital,O,1036
markets,O,1036
and,O,1036
financial,O,1036
services,O,1036
.,O,1036
e1,O,1037
.,O,1037
banking,O,1038
&,O,1038
financial,O,1038
services,O,1038
.,O,1038
investment,O,1039
banking,O,1039
.,O,1039
bfs,O,1040
-,O,1040
market,O,1040
risk,O,1040
management,O,1040
.,O,1040
e0,O,1041
.,O,1041
banking,O,1042
&,O,1042
financial,O,1042
services,O,1042
.,O,1042
risk,O,1043
management,O,1043
.,O,1043
bfs,O,1044
-,O,1044
operational,O,1044
risk,O,1044
management,O,1044
.,O,1044
e0,O,1045
.,O,1045
banking,O,1046
&,O,1046
financial,O,1046
services,O,1046
.,O,1046
risk,O,1047
management,O,1047
.,O,1047
.,O,1048
foundation,O,1049
.,O,1049
core,O,1050
platform,O,1050
.,O,1050
microsoft,O,1051
excel,O,1051
.,O,1051
e1,O,1052
.,O,1052
foundation,O,1053
.,O,1053
core,O,1054
net,O,1054
technologies,O,1054
.,O,1054
windows,O,1055
communication,O,1055
foundation,O,1055
(,O,1055
for,O,1055
.,O,1055
foundation,O,1056
.,O,1056
wcf,O,1057
.,O,1057
bps,O,1058
:,O,1058
innovation,O,1058
management,O,1058
.,O,1058
l0,O,1059
.,O,1059
bps,O,1060
-,O,1060
behavioral,O,1060
.,O,1060
bps,O,1061
-,O,1061
behavioral,O,1061
results,O,1061
.,O,1061
vb,O,1062
.,O,1062
foundation,O,1063
.,O,1063
vb,B-TECH,1064
net,I-TECH,1064
.,O,1064
.,O,1065
foundation,O,1066
.,O,1066
core,O,1067
net,O,1067
framework,O,1067
.,O,1067
lean,O,1068
six,O,1068
sigma,O,1068
(,O,1068
lss,O,1068
),O,1068
.,O,1068
e0,O,1069
.,O,1069
performance,O,1070
improvement,O,1070
.,O,1070
lean,O,1071
six,O,1071
sigma,O,1071
.,O,1071
bfs,O,1072
-,O,1072
retail,O,1072
banking,O,1072
.,O,1072
e0,O,1073
.,O,1073
banking,O,1074
&,O,1074
financial,O,1074
services,O,1074
.,O,1074
banking,O,1075
.,O,1075
bfs,O,1076
-,O,1076
wholesale,O,1076
banking,O,1076
.,O,1076
e0,O,1077
.,O,1077
banking,O,1078
&,O,1078
financial,O,1078
services,O,1078
.,O,1078
banking,O,1079
.,O,1079
bfs,O,1080
-,O,1080
corporate,O,1080
actions,O,1080
.,O,1080
e0,O,1081
.,O,1081
banking,O,1082
&,O,1082
financial,O,1082
services,O,1082
.,O,1082
banking,O,1083
.,O,1083
it,O,1084
is_sm_service,O,1084
operations,O,1084
.,O,1084
e0,O,1085
.,O,1085
delivery,O,1086
.,O,1086
service,O,1087
management,O,1087
.,O,1087
process,O,1088
improvement,O,1088
(,O,1088
pi,O,1088
),O,1088
.,O,1088
e0,O,1089
.,O,1089
performance,O,1090
improvement,O,1090
.,O,1090
process,O,1091
improvement,O,1091
.,O,1091
bfs,O,1092
-,O,1092
clearing,O,1092
and,O,1092
settlement,O,1092
.,O,1092
e0,O,1093
.,O,1093
banking,O,1094
&,O,1094
financial,O,1094
services,O,1094
.,O,1094
banking,O,1095
.,O,1095
sql,S-TECH,1096
server,O,1096
2012,O,1096
development,O,1096
.,O,1096
e0,O,1097
.,O,1097
bipm,O,1098
.,O,1098
microsoft,O,1099
sql,S-TECH,1099
server,O,1099
2012,O,1099
business,O,1099
intelligence,O,1099
.,O,1099
it,O,1100
is_ams_tools_tivoli,O,1100
workload,O,1100
scheduler,O,1100
(,O,1100
tws,O,1100
),O,1100
.,O,1100
e0,O,1101
.,O,1101
infra,O,1102
&,O,1102
data,O,1102
security,O,1102
.,O,1102
ibm,O,1103
tivoli,O,1103
.,O,1103
digital,O,1104
:,O,1104
cloud,O,1104
